 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
9,463650.0006,16,0,-205851.9135,26,25,28,0.578,17669.44964,-7.79E-05,-1.08E-11,0,520.8345884,15.6188619,1141.631578,NLOS
74,463650.0006,41,0,-170353.4462,34,33,34,-0.357,18640.25215,3.67E-05,1.82E-12,0,442.5506973,0.850112144,4.32610191,NLOS
11,463650.0006,50,2,-348018.4907,48,47,48,0.166,18666.91452,-5.56E-04,-2.09E-12,0,469.2174733,0.153492231,-26.6804085,NLOS
17,463650.0006,14,2,-227677.0618,35,34,34,0.189,18106.55132,-1.54E-04,-9.37E-13,0,90.43368141,0.253492121,63.69178424,NLOS
23,463650.0006,46,2,-207460.4214,39,38,39,0.148,17874.37069,-8.68E-05,6.36E-13,0,323.3311083,0.147634786,67.38229608,NLOS
31,463650.0006,37,2,-84209.73351,38,37,38,0.203,18484.48725,3.24E-04,-1.03E-12,0,286.6758753,0.246802095,-40.39764214,NLOS
32,463651.0007,54,2,-268596.4688,46,45,46,0.229,18387.78774,-2.30E-04,1.08E-11,0,189.7847395,-0.056417871,0.042565763,NLOS
3,463651.0007,54,2,-141537.0081,43,42,43,0.232,17940.7853,1.94E-04,2.19E-11,0,256.8083636,-0.1054658,29.96692714,LOS
4,463651.0007,53,2,-201564.1711,49,48,49,0.287,18672.90256,-6.77E-06,8.78E-13,0,474.866291,0.010868113,-21.47863784,LOS
8,463651.0007,49,2,-194862.7653,32,31,32,0.326,18017.64103,1.72E-05,4.81E-12,0,181.9806105,0.147483606,453.3999007,NLOS
9,463651.0007,16,0,-224054.6171,26,25,27,-0.191,17669.25062,-7.79E-05,-1.08E-11,0,524.1876318,-3.353043303,1146.330129,NLOS
74,463651.0007,41,0,-188548.7192,35,34,34,0.806,18640.55113,3.67E-05,1.82E-12,0,442.5498856,-8.12E-04,1.597862661,NLOS
11,463651.0007,50,2,-366216.494,48,47,48,0.286,18667.19016,-5.56E-04,-2.09E-12,0,469.1977795,-0.019693784,-26.6795307,NLOS
17,463651.0007,14,2,-245875.8603,40,34,35,0.307,18106.84809,-1.54E-04,-9.37E-13,0,90.34973408,0.083947338,64.48817363,NLOS
23,463651.0007,46,2,-225658.3389,39,38,39,0.258,17874.6193,-8.68E-05,6.36E-13,0,323.4874669,-0.156358622,67.29821125,NLOS
31,463651.0007,37,2,-102407.8489,38,37,38,0.313,18484.79179,3.24E-04,-1.03E-12,0,286.9119623,0.236086961,-40.28435867,NLOS
32,463652.0007,54,2,-286794.5392,46,45,46,0.133,18387.92939,-2.30E-04,1.08E-11,0,189.895913,0.111173421,0.114434797,NLOS
3,463652.0007,54,2,-159735.4749,43,42,43,0.11,17940.90492,1.94E-04,2.19E-11,0,256.7322239,0.07613967,30.43849129,LOS
4,463652.0007,53,2,-219762.2522,49,48,49,0.172,18673.08435,-6.77E-06,8.78E-13,0,475.0757646,0.209473617,-21.39904202,LOS
8,463652.0007,49,2,-213059.4159,32,31,32,0.181,18017.83326,1.72E-05,4.81E-12,0,181.4908852,0.489725392,452.0501363,NLOS
9,463652.0007,16,0,-242269.0051,26,25,26,0.109,17669.36933,-7.79E-05,-1.08E-11,0,512.461695,11.72593679,1162.713104,NLOS
74,463652.0007,41,0,-206746.0269,35,34,35,0.114,18642.71093,3.67E-05,1.82E-12,0,444.7096907,2.159805059,0.904292148,NLOS
11,463652.0007,50,2,-384414.6364,48,47,48,0.167,18667.36784,-5.56E-04,-2.09E-12,0,469.4191312,0.221351743,-26.53954262,NLOS
17,463652.0007,14,2,-264074.7368,40,39,40,0.187,18107.04581,-1.54E-04,-9.37E-13,0,90.16762345,0.182110623,65.36265114,NLOS
23,463652.0007,46,2,-243856.2541,38,33,39,0.164,17874.79353,-8.68E-05,6.36E-13,0,323.4282621,0.059204802,67.21179014,NLOS
31,463652.0007,37,2,-120606.2871,38,37,38,0.199,18485.00018,3.24E-04,-1.03E-12,0,287.3507737,0.438811436,-39.84824381,NLOS
32,463653.0008,54,2,-304992.8762,46,45,46,0.291,18388.21194,-2.30E-04,1.08E-11,0,188.09831,-1.797602948,-1.645614207,NLOS
3,463653.0008,54,2,-177933.979,43,42,43,0.291,17941.18552,1.94E-04,2.19E-11,0,258.7638652,-2.031641267,28.84888969,LOS
4,463653.0008,53,2,-237960.587,49,48,49,0.344,18673.41825,-6.77E-06,8.78E-13,0,473.3155747,-1.760189969,-23.16433385,LOS
8,463653.0008,49,2,-231256.6166,32,31,32,0.375,18018.198,1.72E-05,4.81E-12,0,182.9323894,-1.441504274,449.1519196,NLOS
9,463653.0008,16,0,-260466.2917,25,25,26,0.076,17669.43474,-7.79E-05,-1.08E-11,0,531.620253,-19.15855802,1159.896067,NLOS
74,463653.0008,41,0,-224949.1907,35,34,35,0.291,18648.69222,3.67E-05,1.82E-12,0,448.5924325,3.882741839,3.968297638,NLOS
11,463653.0008,50,2,-402613.0256,48,47,48,0.344,18667.70267,-5.56E-04,-2.09E-12,0,467.6496493,-1.76948189,-28.25131371,NLOS
17,463653.0008,14,2,-282273.586,40,39,40,0.368,18107.40341,-1.54E-04,-9.37E-13,0,92.18953303,-2.021909576,64.11120706,NLOS
23,463653.0008,46,2,-262054.3101,33,32,39,0.297,17875.08057,-8.68E-05,6.36E-13,0,325.3245043,-1.896242268,65.16762595,NLOS
31,463653.0008,37,2,-138804.9624,38,37,38,0.379,18485.36888,3.24E-04,-1.03E-12,0,285.6053232,-1.74545053,-41.27358178,NLOS
32,463654.0008,54,2,-323191.094,46,45,46,-0.106,18388.11565,-2.30E-04,1.08E-11,0,189.8121138,1.713803783,-1.726149309,NLOS
3,463654.0008,54,2,-196132.2634,43,42,43,-0.102,17941.09303,1.94E-04,2.19E-11,0,257.1553441,1.60852107,28.83824471,LOS
4,463654.0008,53,2,-256158.8314,49,48,49,-0.051,18673.37724,-6.77E-06,8.78E-13,0,475.1086279,1.793053247,-23.22119247,LOS
8,463654.0008,49,2,-249453.8954,32,31,32,-0.033,18018.17448,1.72E-05,4.81E-12,0,180.9484766,1.983912859,448.1306346,NLOS
9,463654.0008,16,0,-278661.9707,25,25,26,0.326,17669.77154,-7.79E-05,-1.08E-11,0,531.3875228,0.232730206,1157.270235,NLOS
74,463654.0008,41,0,-243149.7311,35,34,35,-0.065,18646.19399,3.67E-05,1.82E-12,0,447.8929536,-0.69947895,6.207741302,NLOS
11,463654.0008,50,2,-420811.2999,48,47,48,-0.058,18667.65285,-5.56E-04,-2.09E-12,0,469.4156833,1.766033936,-28.27924544,NLOS
17,463654.0008,14,2,-300472.0973,40,39,40,-0.041,18107.37132,-1.54E-04,-9.37E-13,0,90.6246727,1.564860329,64.32059886,NLOS
23,463654.0008,46,2,-280252.1941,33,32,38,-0.064,17875.02574,-8.68E-05,6.36E-13,0,323.6361416,1.688362762,64.75028238,NLOS
31,463654.0008,37,2,-157003.5605,38,37,38,-0.01,18485.36958,3.24E-04,-1.03E-12,0,287.4428679,1.837544709,-40.97732709,NLOS
32,463655.0009,54,2,-341389.1993,46,45,46,-0.101,18388.004,-2.30E-04,1.08E-11,0,189.1343211,-0.677792698,-2.51879257,NLOS
3,463655.0009,54,2,-214330.3308,43,42,43,-0.104,17940.98029,1.94E-04,2.19E-11,0,257.9423676,-0.787023481,28.01104059,LOS
4,463655.0009,53,2,-274356.9342,50,49,49,-0.052,18673.31428,-6.77E-06,8.78E-13,0,474.4520318,-0.656596076,-24.01931664,LOS
8,463655.0009,49,2,-267651.6025,32,31,32,-0.029,18018.13514,1.72E-05,4.81E-12,0,181.0128374,-0.064360827,446.9380233,NLOS
9,463655.0009,16,0,-296858.5522,25,25,25,-0.757,17669.00294,-7.79E-05,-1.08E-11,0,531.0431686,0.34435416,1154.947299,NLOS
74,463655.0009,41,0,-261349.4905,35,34,35,-0.041,18645.53804,3.67E-05,1.82E-12,0,446.6374215,-1.255532078,7.066533785,NLOS
11,463655.0009,50,2,-439009.4478,48,47,48,-0.057,18667.58768,-5.56E-04,-2.09E-12,0,468.7719273,-0.643756013,-29.03317062,NLOS
17,463655.0009,14,2,-318670.3913,40,39,40,-0.028,18107.33411,-1.54E-04,-9.37E-13,0,91.33747065,-0.712797955,63.7131801,NLOS
23,463655.0009,46,2,-298449.9128,32,32,33,-0.094,17874.92185,-8.68E-05,6.36E-13,0,324.3396221,-0.703480516,63.56796131,NLOS
31,463655.0009,37,2,-175202.1446,38,37,38,-0.027,18485.33268,3.24E-04,-1.03E-12,0,286.9451955,-0.497672364,-41.29472338,NLOS
32,463656.001,54,2,-359587.2338,46,46,46,-0.055,18387.95827,-2.30E-04,1.08E-11,0,189.9972606,0.862939525,-2.482786335,NLOS
3,463656.001,54,2,-232528.2849,43,42,43,-0.064,17940.925,1.94E-04,2.19E-11,0,257.1267151,0.815652516,27.9699131,LOS
4,463656.001,53,2,-292554.9611,50,49,50,-0.002,18673.32192,-6.77E-06,8.78E-13,0,475.3601633,0.908131499,-23.99390057,LOS
8,463656.001,49,2,-285849.3567,32,31,32,0.021,18018.16769,1.72E-05,4.81E-12,0,179.9593856,1.053451758,446.6918652,NLOS
9,463656.001,16,0,-315051.4653,25,24,25,0.74,17669.75261,-7.79E-05,-1.08E-11,0,533.7706173,-2.727448713,1149.855384,NLOS
74,463656.001,41,0,-279544.7022,35,34,35,0.412,18641.11535,3.67E-05,1.82E-12,0,443.114108,-3.52331353,4.276977133,NLOS
11,463656.001,50,2,-457207.5419,48,47,48,-0.002,18667.59515,-5.56E-04,-2.09E-12,0,469.6997727,0.927845445,-28.94140455,NLOS
17,463656.001,14,2,-336868.5633,39,38,40,0.037,18107.38173,-1.54E-04,-9.37E-13,0,90.45607001,0.881400641,63.88313689,NLOS
23,463656.001,46,2,-316647.6208,32,31,33,-0.018,17874.91497,-8.68E-05,6.36E-13,0,323.3893303,0.950291764,63.27439339,NLOS
31,463656.001,37,2,-193400.7705,39,38,38,0.037,18485.37968,3.24E-04,-1.03E-12,0,288.0023214,1.057125881,-40.67092185,NLOS
32,463657.001,54,2,-377785.5471,47,46,46,0.308,18388.25777,-2.30E-04,1.08E-11,0,190.3103238,0.313063201,-2.168030191,NLOS
3,463657.001,54,2,-250726.5267,43,42,43,0.295,17941.21236,1.94E-04,2.19E-11,0,256.8094368,0.317278322,28.21651371,LOS
4,463657.001,53,2,-310753.2639,50,49,50,0.351,18673.66458,-6.77E-06,8.78E-13,0,475.7206668,0.360503498,-23.69261592,LOS
8,463657.001,49,2,-304047.4856,32,31,32,0.36,18018.51742,1.72E-05,4.81E-12,0,179.4777212,0.481664412,446.8203862,NLOS
9,463657.001,16,0,-333261.887,25,24,25,-0.137,17669.60642,-7.79E-05,-1.08E-11,0,516.2205422,17.55007509,1162.272076,NLOS
74,463657.001,41,0,-297740.9057,35,34,35,0.205,18642.23224,3.67E-05,1.82E-12,0,444.2310041,1.116896134,2.479250204,NLOS
11,463657.001,50,2,-475405.9299,48,48,48,0.35,18667.93578,-5.56E-04,-2.09E-12,0,470.0757038,0.375931073,-28.55589877,NLOS
17,463657.001,14,2,-355067.0109,39,38,40,0.34,18107.7115,-1.54E-04,-9.37E-13,0,90.07649447,0.379575539,64.32865487,NLOS
23,463657.001,46,2,-334845.5849,32,31,32,0.352,17875.25619,-8.68E-05,6.36E-13,0,323.0717059,0.317624427,63.23695251,NLOS
31,463657.001,37,2,-211599.5798,39,38,39,0.387,18485.75647,3.24E-04,-1.03E-12,0,288.3016253,0.299303949,-39.86376751,NLOS
32,463658.0011,54,2,-395983.9745,47,46,47,0.118,18388.3855,-2.30E-04,1.08E-11,0,190.1588876,-0.151436202,-2.038999263,NLOS
3,463658.0011,54,2,-268924.9386,43,42,43,0.123,17941.34322,1.94E-04,2.19E-11,0,256.9096099,-0.100173105,28.33335233,LOS
4,463658.0011,53,2,-328951.6583,50,49,50,0.174,18673.84814,-6.77E-06,8.78E-13,0,475.5969964,-0.123670407,-23.59956125,LOS
8,463658.0011,49,2,-322245.8772,32,31,32,0.23,18018.75699,1.72E-05,4.81E-12,0,179.4076847,0.070036482,446.9119266,NLOS
9,463658.0011,16,0,-351474.2806,26,25,25,0.291,17669.90727,-7.79E-05,-1.08E-11,0,514.5069339,1.71360831,1176.360837,NLOS
74,463658.0011,41,0,-315940.1824,36,35,35,0.18,18645.43039,3.67E-05,1.82E-12,0,447.1293579,2.898353752,3.454891462,NLOS
11,463658.0011,50,2,-493604.4199,49,48,48,0.17,18668.11502,-5.56E-04,-2.09E-12,0,469.9601746,-0.115529213,-28.36803314,NLOS
17,463658.0011,14,2,-373265.5574,39,38,39,0.207,18107.92786,-1.54E-04,-9.37E-13,0,90.17330649,-0.096812017,64.57333456,NLOS
23,463658.0011,46,0,-353019.797,31,23,32,0.053,17875.31877,-8.68E-05,6.36E-13,0,347.0620689,-23.99036297,39.14761169,NLOS
31,463658.0011,37,2,-229798.4854,39,38,39,0.195,18485.96024,3.24E-04,-1.03E-12,0,288.2141497,-0.08747568,-39.25999114,NLOS
32,463659.0012,54,2,-414182.3911,47,46,47,0.017,18388.39356,-2.30E-04,1.08E-11,0,188.9832025,-1.175685093,-3.119965091,NLOS
3,463659.0012,54,2,-287123.3523,42,41,43,0.016,17941.34944,1.94E-04,2.19E-11,0,258.0772866,-1.167676777,27.25295015,LOS
4,463659.0012,53,2,-347150.0221,50,49,50,0.068,18673.90704,-6.77E-06,8.78E-13,0,474.4518973,-1.145099111,-24.73620737,LOS
8,463659.0012,49,2,-340444.3931,32,31,32,0.071,18018.81849,1.72E-05,4.81E-12,0,180.3756902,-0.968005501,445.928457,NLOS
9,463659.0012,16,0,-369677.8324,32,25,26,-0.039,17669.85999,-7.79E-05,-1.08E-11,0,524.506383,-9.999449093,1180.40867,NLOS
74,463659.0012,41,0,-334137.9287,36,35,36,-0.144,18644.02506,3.67E-05,1.82E-12,0,444.5248533,-2.604504552,1.701013226,NLOS
11,463659.0012,50,2,-511802.9108,49,48,49,0.074,18668.17916,-5.56E-04,-2.09E-12,0,468.8439097,-1.116264891,-29.37857898,NLOS
17,463659.0012,14,2,-391464.133,38,37,39,0.078,18107.99756,-1.54E-04,-9.37E-13,0,91.23941126,-1.066104766,63.64789369,NLOS
23,463659.0012,46,0,-371227.4583,24,23,32,0.117,17875.42626,-8.68E-05,6.36E-13,0,314.7504602,32.31160866,47.30838277,NLOS
31,463659.0012,37,2,-247997.441,39,38,39,0.105,18486.05716,3.24E-04,-1.03E-12,0,287.1808421,-1.033307571,-39.80544681,NLOS
32,463660.0012,54,2,-432380.795,47,46,47,-0.002,18388.40052,-2.30E-04,1.08E-11,0,190.2040142,1.220811725,-3.01440635,NLOS
3,463660.0012,54,2,-305321.721,42,41,43,-0.018,17941.34262,1.94E-04,2.19E-11,0,256.8936775,1.183609188,27.32655421,LOS
4,463660.0012,53,2,-365348.3532,50,49,50,0.047,18673.96328,-6.77E-06,8.78E-13,0,475.7028416,1.250944272,-24.70643498,LOS
8,463660.0012,49,2,-358643.1126,32,31,32,0.07,18018.8984,1.72E-05,4.81E-12,0,178.8658273,1.509862948,446.347814,NLOS
9,463660.0012,16,2,-387877.873,32,31,32,-0.039,17669.82861,-7.79E-05,-1.08E-11,0,526.7768658,-2.270482812,1182.144472,NLOS
74,463660.0012,41,0,-352336.3779,36,35,36,-0.188,18644.85281,3.67E-05,1.82E-12,0,446.551777,2.026923716,1.849125136,NLOS
11,463660.0012,50,2,-530001.3922,49,48,49,0.039,18668.2275,-5.56E-04,-2.09E-12,0,470.1157596,1.271849949,-29.19934048,NLOS
17,463660.0012,14,2,-409662.6114,38,37,39,0.075,18108.08057,-1.54E-04,-9.37E-13,0,90.03342133,1.205989923,63.82441497,NLOS
23,463660.0012,46,0,-389454.3865,24,23,31,0.099,17875.53615,-8.68E-05,6.36E-13,0,294.2228912,20.52756904,75.93518622,NLOS
31,463660.0012,37,2,-266196.4868,39,38,39,0.086,18486.15303,3.24E-04,-1.03E-12,0,288.5860736,1.405231494,-39.06154624,NLOS
32,463661.0013,54,2,-450579.3182,47,46,47,0.186,18388.57688,-2.30E-04,1.08E-11,0,190.3577033,0.15368909,-2.789469868,NLOS
3,463661.0013,54,2,-323520.231,42,41,42,0.188,17941.52067,1.94E-04,2.19E-11,0,256.7226843,0.170993179,27.54157542,LOS
4,463661.0013,53,2,-383546.8083,50,49,50,0.239,18674.19074,-6.77E-06,8.78E-13,0,475.91135,0.208508395,-24.55272594,LOS
8,463661.0013,49,2,-376842.0455,32,31,32,0.252,18019.14048,1.72E-05,4.81E-12,0,178.5453223,0.320504975,446.9806538,NLOS
9,463661.0013,16,2,-406073.0079,32,31,32,0.221,17670.04064,-7.79E-05,-1.08E-11,0,531.6411406,-4.864274718,1178.974514,NLOS
74,463661.0013,41,0,-370532.9755,36,35,36,0.283,18643.12627,3.67E-05,1.82E-12,0,444.8252333,-1.726543784,0.145726722,NLOS
11,463661.0013,50,2,-548200.0063,49,48,49,0.232,18668.4512,-5.56E-04,-2.09E-12,0,470.3305386,0.214778949,-28.88742808,NLOS
17,463661.0013,14,2,-427861.014,38,37,38,0.25,18108.32162,-1.54E-04,-9.37E-13,0,90.00514229,0.02827904,63.9251987,NLOS
23,463661.0013,46,0,-407681.3483,32,24,24,0.106,17875.63122,-8.68E-05,6.36E-13,0,294.1278144,0.095076725,104.5955726,NLOS
31,463661.0013,37,2,-284395.7296,39,38,39,0.248,18486.39146,3.24E-04,-1.03E-12,0,288.8990176,0.312944025,-38.12060142,NLOS
32,463662.0013,54,2,-468777.5808,47,46,47,-0.217,18388.35898,-2.30E-04,1.08E-11,0,188.9320886,-1.425614778,-4.024446461,NLOS
3,463662.0013,54,2,-341718.403,42,41,42,-0.229,17941.29136,1.94E-04,2.19E-11,0,258.2303245,-1.507640228,26.21935694,LOS
4,463662.0013,53,2,-401745.0006,50,49,50,-0.174,18674.017,-6.77E-06,8.78E-13,0,474.5339779,-1.377372123,-25.86091349,LOS
