 Elevation, Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
56.000000,0.000000,-12096688.457735,38.000000,0.000000,33.000000,46.000000,0.000000,18597.748000,33059010.873428,-0.000556,0.000000,6.038334,32874113.684440,65747472.063425,-12.971674,NLOS
49.000000,2.000000,-11853809.187685,33.000000,32.000000,38.000000,44.000000,0.000000,0.031000,17925.535664,0.000194,0.000000,0.000000,280.570606,-0.449624,43.447460,NLOS
8.000000,2.000000,-2727050.856646,46.000000,45.000000,46.000000,47.000000,42.000000,0.060000,17613.017667,-0.000078,0.000000,0.000000,580.189656,0.366001,83.455761,LOS
26.000000,0.000000,-5142759.956934,34.000000,33.000000,33.000000,37.000000,4.000000,0.344000,18547.679426,0.000117,0.000000,0.000000,352.975903,-1.620916,-28.970053,NLOS
47.000000,0.000000,-2936663.215047,26.000000,25.000000,25.000000,36.000000,7.000000,-0.063000,17902.077774,0.000194,0.000000,0.000000,296.016057,-4.438137,144.168018,NLOS
22.000000,0.000000,-2203346.950791,19.000000,18.000000,27.000000,36.000000,13.000000,-0.059000,18564.094847,0.000117,0.000000,0.000000,364.294852,8.194856,32.720456,NLOS
14.000000,2.000000,-16145233.231852,37.000000,36.000000,37.000000,38.000000,19.000000,0.053000,18046.386453,-0.000154,0.000000,0.000000,157.411747,-0.387076,95.386054,NLOS
22.000000,0.000000,-333515.787534,35.000000,34.000000,35.000000,35.000000,31.000000,0.393000,18568.811469,0.000117,0.000000,0.000000,365.114172,15.942295,-36.723385,NLOS
50.000000,2.000000,-12909762.421344,39.000000,38.000000,39.000000,44.000000,0.000000,0.023000,17926.444614,0.000194,0.000000,0.000000,279.382430,0.492997,41.984924,NLOS
14.000000,2.000000,-14161053.637673,33.000000,32.000000,33.000000,33.000000,28.000000,0.236000,18037.077436,-0.000154,0.000000,0.000000,170.808407,0.564578,85.001225,NLOS
52.000000,0.000000,-2368720.405785,51.000000,50.000000,51.000000,51.000000,36.000000,0.113000,18646.028784,-0.000556,0.000000,0.000000,446.226623,-0.121063,-19.284568,LOS
43.000000,0.000000,-2591479.741886,33.000000,32.000000,33.000000,43.000000,31.000000,0.261000,18612.435696,0.000037,0.000000,0.000000,411.436532,1.379065,23.079413,NLOS
42.000000,2.000000,-12684354.160871,53.000000,52.000000,53.000000,54.000000,0.000000,-0.008000,17832.360084,-0.000087,0.000000,0.000000,373.783862,0.225600,53.961270,LOS
55.000000,0.000000,-4787978.137540,49.000000,48.000000,49.000000,49.000000,46.000000,0.229000,18659.678727,-0.000007,0.000000,0.000000,462.590127,0.272551,-35.529075,LOS
60.000000,2.000000,-11331231.320344,37.000000,36.000000,38.000000,43.000000,0.000000,0.258000,18600.571310,-0.000007,0.000000,0.000000,394.353047,0.150038,-35.286775,NLOS
46.000000,2.000000,-16003302.808513,29.000000,28.000000,29.000000,35.000000,0.000000,-0.027000,17957.052798,0.000017,0.000000,0.000000,243.305500,0.497848,578.716865,NLOS
46.000000,0.000000,-12216887.680681,23.000000,22.000000,23.000000,35.000000,0.000000,-0.154000,17939.521565,0.000017,0.000000,0.000000,276.220111,-1.171315,716.518950,NLOS
40.000000,0.000000,-3898131.236384,26.000000,25.000000,26.000000,41.000000,0.000000,0.166000,18326.371713,0.000324,0.000000,0.000000,137.318162,12.844072,-39.675960,NLOS
78.000000,2.000000,-4362015.850994,44.000000,44.000000,44.000000,44.000000,19.000000,0.656000,18127.347471,-0.000009,0.000000,0.000000,68.857134,0.324033,11.202387,LOS
22.000000,0.000000,-1493629.499152,31.000000,30.000000,30.000000,36.000000,23.000000,0.197000,18560.379884,0.000117,0.000000,0.000000,359.680512,-1.513278,49.908470,NLOS
32.000000,0.000000,-1827579.070230,29.000000,28.000000,29.000000,29.000000,21.000000,0.404000,17631.543413,0.000000,0.000000,0.000000,561.062108,-4.313517,142960.407463,LOS
50.000000,2.000000,-15476589.288395,27.000000,26.000000,28.000000,44.000000,0.000000,-0.010000,17928.215880,0.000194,0.000000,0.000000,275.455506,-0.531871,44.055243,NLOS
13.000000,0.000000,-4365559.320595,33.000000,32.000000,33.000000,37.000000,25.000000,-0.246000,17397.195878,0.000128,0.000000,0.000000,799.005789,1.855484,72.038600,LOS
58.000000,2.000000,-16592339.117320,36.000000,35.000000,36.000000,43.000000,0.000000,-0.033000,18624.096877,-0.000007,0.000000,0.000000,423.613433,9.835418,-40.752880,NLOS
38.000000,0.000000,-1522730.865141,31.000000,30.000000,31.000000,34.000000,0.000000,0.020000,18451.586581,0.000324,0.000000,0.018171,256.785055,-36.030733,113.796058,NLOS
28.000000,0.000000,-1003008.661324,23.000000,22.000000,24.000000,25.000000,0.000000,1.879000,18241.061608,0.000000,0.000000,0.000000,48.156294,-1.253277,2472.318221,NLOS
40.000000,2.000000,-2261294.985951,39.000000,38.000000,40.000000,41.000000,0.000000,-0.771000,18312.374763,0.000323,0.000000,0.000000,115.277565,-3.434766,435.454460,NLOS
38.000000,0.000000,-626451.103439,44.000000,43.000000,44.000000,47.000000,41.000000,0.590000,17761.134325,-0.000087,0.000000,0.000000,414.222875,0.072272,52.885297,LOS
26.000000,0.000000,-16373831.177157,23.000000,22.000000,22.000000,35.000000,0.000000,-0.182000,18411.887302,-0.000006,0.000000,0.000000,209.389175,3.926505,-0.679707,NLOS
43.000000,2.000000,-15597094.279152,41.000000,41.000000,42.000000,55.000000,0.000000,0.074000,17839.692664,-0.000087,0.000000,0.000000,364.624912,0.329362,62.148975,LOS
26.000000,0.000000,2759151.216174,17.000000,16.000000,17.000000,21.000000,16.000000,0.133000,18416.610798,0.000000,0.000000,0.000000,216.510465,-3.821598,-2995662.582762,NLOS
34.000000,0.000000,-10487384.387757,17.000000,16.000000,17.000000,17.000000,4.000000,1.709000,17675.113729,-0.000471,0.000000,0.000000,532.181895,-12.169997,141.006847,NLOS
46.000000,0.000000,-10778545.252390,26.000000,25.000000,25.000000,33.000000,0.000000,0.340000,17931.365095,0.000017,0.000000,0.000000,302.372633,0.640172,624.401252,NLOS
26.000000,0.000000,-1238239.741271,36.000000,35.000000,36.000000,37.000000,22.000000,-0.765000,18540.868764,0.000117,0.000000,0.000000,348.263788,-3.275249,-33.742619,NLOS
14.000000,2.000000,-14506922.725219,38.000000,37.000000,38.000000,38.000000,27.000000,0.110000,18037.734059,-0.000154,0.000000,0.000000,165.008593,0.079803,79.629187,NLOS
52.000000,0.000000,-1889321.113136,43.000000,42.000000,43.000000,45.000000,37.000000,-0.117000,17934.965401,0.000194,0.000000,0.000000,265.671831,0.307360,27.207964,LOS
9.000000,2.000000,-3855108.692568,46.000000,45.000000,46.000000,47.000000,42.000000,0.082000,17617.008577,-0.000078,0.000000,0.000000,578.295621,-0.211607,87.708695,LOS
38.000000,0.000000,-1868464.700836,30.000000,29.000000,33.000000,34.000000,0.000000,1.047000,18452.879097,0.000324,0.000000,0.000000,270.174852,9.712145,31.328940,NLOS
12.000000,2.000000,-15266921.464253,41.000000,40.000000,40.000000,47.000000,0.000000,0.277000,17648.223230,-0.000078,0.000000,0.000000,555.369797,0.330395,83.109520,LOS
12.000000,0.000000,-202928.070003,36.000000,36.000000,36.000000,37.000000,36.000000,-0.410000,17340.191092,0.000128,0.000000,0.000000,798.150637,-13.117146,72.807240,LOS
80.000000,2.000000,-15901464.828134,45.000000,45.000000,46.000000,46.000000,0.000000,0.302000,18206.758643,-0.000009,0.000000,0.000000,3.660144,0.308199,11.565068,LOS
78.000000,2.000000,-3306672.928455,40.000000,39.000000,40.000000,42.000000,19.000000,0.087000,18119.491390,-0.000009,0.000000,0.000000,75.828706,0.079696,7.866974,LOS
41.000000,2.000000,-9989853.481103,52.000000,51.000000,52.000000,52.000000,0.000000,0.121000,17825.635035,-0.000087,0.000000,0.000000,380.656696,2.486594,62.686550,LOS
14.000000,0.000000,-15562743.044378,29.000000,21.000000,22.000000,38.000000,19.000000,2.443000,18044.290397,-0.000154,0.000000,0.000000,151.877118,8.543266,101.651141,NLOS
50.000000,2.000000,-14966886.355941,35.000000,28.000000,36.000000,44.000000,0.000000,-0.068000,17927.021996,0.000194,0.000000,0.000000,276.475525,0.061311,39.981453,NLOS
38.000000,0.000000,-199408.821848,34.000000,33.000000,34.000000,34.000000,33.000000,-0.254000,18440.453624,0.000323,0.000000,0.000000,240.352424,3.448827,377.744424,NLOS
46.000000,2.000000,-12435244.589459,30.000000,29.000000,30.000000,35.000000,0.000000,0.236000,17941.162713,0.000017,0.000000,0.000000,266.774287,5.719214,598.192113,NLOS
78.000000,2.000000,-4871455.985224,42.000000,41.000000,42.000000,44.000000,19.000000,-0.346000,18126.434052,-0.000009,0.000000,0.000000,66.525793,-0.337940,6.825766,LOS
24.000000,0.000000,-16027316.457625,20.000000,19.000000,19.000000,42.000000,0.000000,0.535000,18572.773173,0.000117,0.000000,0.000000,370.275046,5.645760,-23.289968,NLOS
44.000000,2.000000,-4791274.449815,40.000000,39.000000,39.000000,49.000000,37.000000,0.106000,17889.563758,0.000017,0.000000,0.000000,304.424297,0.109484,544.292550,NLOS
14.000000,0.000000,-206515.205597,32.000000,31.000000,32.000000,33.000000,30.000000,-0.131000,17657.122967,-0.000078,0.000000,0.000000,541.708783,-1.152160,1252.174211,NLOS
12.000000,2.000000,-15740209.754986,45.000000,44.000000,45.000000,47.000000,0.000000,0.279000,17648.438867,-0.000078,0.000000,0.000000,554.676475,-0.028324,82.959448,LOS
14.000000,0.000000,-22720916.138677,28.000000,0.000000,25.000000,32.000000,0.000000,-0.508000,18150.214520,0.000000,0.000000,-11.556434,46177.045586,46271.341883,18044117.818783,NLOS
40.000000,2.000000,-5426507.693486,40.000000,39.000000,40.000000,41.000000,0.000000,0.365000,18336.610548,0.000324,0.000000,0.000000,140.488081,0.101369,-26.193489,NLOS
9.000000,2.000000,-4673911.477999,42.000000,41.000000,42.000000,47.000000,41.000000,0.035000,17617.574906,-0.000078,0.000000,0.000000,577.073774,-0.285152,86.981600,LOS
12.000000,0.000000,-1745190.648262,31.000000,30.000000,32.000000,37.000000,27.000000,-0.440000,17407.418621,0.000128,0.000000,0.000000,793.579726,1.735948,79.920892,LOS
44.000000,2.000000,-5901135.216774,37.000000,36.000000,36.000000,49.000000,35.000000,0.303000,17895.967697,0.000017,0.000000,0.000000,299.000002,0.606011,529.393783,NLOS
61.000000,2.000000,-10129616.717428,40.000000,40.000000,40.000000,43.000000,0.000000,-0.172000,18595.571883,-0.000007,0.000000,0.000000,388.496905,0.169680,-35.858175,NLOS
79.000000,0.000000,-603342.799831,48.000000,47.000000,48.000000,50.000000,47.000000,0.080000,18236.687439,-0.000009,0.000000,0.000000,34.215483,-0.217811,13.353320,LOS
50.000000,2.000000,-15767848.009431,36.000000,35.000000,36.000000,44.000000,0.000000,-0.102000,17928.117229,0.000194,0.000000,0.000000,275.338914,-2.790173,52.409946,NLOS
26.000000,0.000000,-2686474.143126,35.000000,30.000000,31.000000,37.000000,14.000000,0.765000,18546.333363,0.000117,0.000000,0.000000,353.128803,-0.276243,-46.296821,NLOS
42.000000,0.000000,-3483193.582359,35.000000,34.000000,35.000000,43.000000,31.000000,-0.099000,18619.730467,0.000037,0.000000,0.000000,421.129642,-0.646692,45.651642,NLOS
14.000000,0.000000,-3067530.314222,34.000000,33.000000,34.000000,34.000000,31.000000,0.283000,18083.239786,-0.000154,0.000000,0.000000,101.257654,-4.227867,232.479638,NLOS
32.000000,0.000000,-926600.864976,35.000000,34.000000,35.000000,35.000000,24.000000,-0.973000,18543.941313,0.000000,0.000000,0.000000,350.736207,-0.242702,362607.609382,NLOS
78.000000,2.000000,-3597798.739664,42.000000,41.000000,42.000000,42.000000,19.000000,0.682000,18120.977168,-0.000009,0.000000,0.000000,73.702648,0.662792,7.025472,LOS
60.000000,2.000000,-11895610.579855,42.000000,41.000000,42.000000,43.000000,0.000000,0.197000,18603.617443,-0.000007,0.000000,0.000000,397.813006,0.148126,-22.520486,NLOS
22.000000,0.000000,-1712138.467974,21.000000,20.000000,19.000000,36.000000,13.000000,-0.953000,18596.151977,0.000117,0.000000,0.000000,395.152812,5.414101,144.488975,NLOS
56.000000,2.000000,-14772930.104963,38.000000,37.000000,38.000000,46.000000,0.000000,0.125000,18609.715955,-0.000556,0.000000,0.000000,406.598515,0.369972,29.251961,NLOS
27.000000,0.000000,-3069812.590610,29.000000,28.000000,30.000000,30.000000,0.000000,0.125000,18290.343928,0.000000,0.000000,0.000000,96.839030,6.706747,2478.861564,NLOS
24.000000,0.000000,-14516501.149597,22.000000,21.000000,22.000000,42.000000,0.000000,-0.063000,18581.175457,0.000117,0.000000,0.000000,378.077745,2.057656,34.401099,NLOS
58.000000,2.000000,-10512789.619397,37.000000,36.000000,36.000000,37.000000,0.000000,0.166000,18591.291566,-0.000556,0.000000,0.000000,386.849598,0.927575,-7.452128,NLOS
6.000000,2.000000,-16467118.883485,35.000000,34.000000,35.000000,35.000000,0.000000,-0.115000,18782.571547,-0.000499,0.000000,0.000000,575.316432,-4.781135,61.246379,NLOS
77.000000,0.000000,-585000.956637,40.000000,39.000000,40.000000,40.000000,19.000000,-0.033000,18100.359181,-0.000009,0.000000,0.000000,93.398534,0.035556,12.475929,NLOS
79.000000,0.000000,-1185710.173378,47.000000,46.000000,47.000000,50.000000,46.000000,0.043000,18240.044086,-0.000009,0.000000,0.000000,38.147747,0.019300,15.000905,LOS
25.000000,0.000000,-9600923.218003,22.000000,21.000000,20.000000,27.000000,19.000000,-0.377000,18548.175733,0.000117,0.000000,0.000000,339.381965,-32.142928,49.692458,NLOS
46.000000,0.000000,-11779816.672298,21.000000,20.000000,21.000000,33.000000,0.000000,0.082000,17936.927846,0.000017,0.000000,0.000000,258.638466,-1.714442,593.583459,NLOS
44.000000,2.000000,-2662491.881617,44.000000,43.000000,44.000000,49.000000,38.000000,-0.076000,17878.031535,0.000017,0.000000,0.000000,315.491099,-0.061234,559.024202,NLOS
60.000000,2.000000,-13952868.864716,40.000000,39.000000,40.000000,43.000000,0.000000,-0.398000,18613.548727,-0.000007,0.000000,0.000000,408.000995,-0.371246,-31.502783,NLOS
26.000000,0.000000,-5688612.452507,25.000000,24.000000,34.000000,37.000000,4.000000,1.129000,18554.170904,0.000117,0.000000,0.000000,358.568004,7.581427,-48.159006,NLOS
60.000000,2.000000,-12642059.473215,42.000000,41.000000,42.000000,43.000000,0.000000,-0.024000,18607.584309,-0.000007,0.000000,0.000000,401.492848,-0.282769,-29.260927,NLOS
42.000000,2.000000,-14031575.630597,52.000000,51.000000,52.000000,54.000000,0.000000,-0.303000,17835.767384,-0.000087,0.000000,0.000000,369.035236,-0.000033,54.604955,LOS
12.000000,2.000000,-12536225.606991,44.000000,43.000000,44.000000,47.000000,0.000000,0.156000,17644.937413,-0.000078,0.000000,0.000000,561.785537,0.311514,104.344408,LOS
56.000000,2.000000,-13990138.316491,39.000000,38.000000,38.000000,46.000000,0.000000,0.054000,18608.157087,-0.000556,0.000000,0.000000,402.301799,1.647336,19.288874,NLOS
32.000000,0.000000,-3062923.731124,23.000000,22.000000,24.000000,29.000000,7.000000,-0.271000,17635.439089,-0.000471,0.000000,0.000000,558.365875,-8.656781,8.306244,LOS
50.000000,2.000000,-12563861.802945,35.000000,34.000000,34.000000,44.000000,0.000000,0.125000,17926.672925,0.000194,0.000000,0.000000,279.779966,-0.333976,52.871971,NLOS
46.000000,2.000000,-15966892.987156,28.000000,28.000000,28.000000,35.000000,0.000000,-0.069000,17957.161460,0.000017,0.000000,0.000000,245.499551,2.607216,574.489574,NLOS
32.000000,0.000000,-2662699.547146,25.000000,24.000000,25.000000,29.000000,7.000000,0.447000,17642.228551,-0.000471,0.000000,0.000000,551.876205,4.199440,40.036866,LOS
52.000000,0.000000,-4400418.814991,43.000000,43.000000,43.000000,45.000000,37.000000,0.489000,17934.731239,0.000194,0.000000,0.000000,260.852262,1.671051,28.212598,LOS
27.000000,0.000000,-4033565.694444,26.000000,25.000000,24.000000,30.000000,0.000000,0.315000,18291.576213,-0.000006,0.000000,0.000000,95.373727,0.045983,-18.108363,NLOS
56.000000,0.000000,-2076721.068834,47.000000,46.000000,47.000000,49.000000,46.000000,0.236000,18650.800790,-0.000007,0.000000,0.000000,450.680980,0.790751,-29.600676,LOS
10.000000,2.000000,-5729192.907903,37.000000,36.000000,37.000000,47.000000,36.000000,0.091000,17620.769019,-0.000078,0.000000,0.000000,574.546143,0.405839,87.063408,LOS
44.000000,2.000000,-3099134.086155,43.000000,42.000000,43.000000,49.000000,38.000000,0.402000,17880.877723,0.000017,0.000000,0.000000,313.254345,0.056926,556.545297,NLOS
56.000000,0.000000,-15318992.714546,32.000000,31.000000,26.000000,46.000000,0.000000,0.508000,18612.923206,-0.000556,0.000000,0.000000,420.655859,16.966010,-8.304771,NLOS
46.000000,0.000000,-11318272.939797,38.000000,37.000000,38.000000,57.000000,0.000000,0.334000,18558.116581,0.000037,0.000000,0.000000,352.320737,38.312934,44.416660,LOS
56.000000,2.000000,-13589608.400164,44.000000,43.000000,44.000000,46.000000,0.000000,0.035000,18606.317631,-0.000556,0.000000,0.000000,400.340990,1.945134,16.610684,NLOS
24.000000,0.000000,-12950841.295040,27.000000,26.000000,27.000000,42.000000,0.000000,0.217000,18569.601847,0.000117,0.000000,0.000000,364.105796,1.845460,8.998102,NLOS
31.000000,0.000000,-1125315.044094,26.000000,25.000000,26.000000,26.000000,21.000000,0.255000,17631.298649,0.000000,0.000000,0.000000,561.906457,-0.269705,142971.606305,LOS
6.000000,0.000000,-16212238.345624,23.000000,23.000000,23.000000,24.000000,0.000000,-1.481000,18783.203424,-0.000499,0.000000,0.000000,589.268032,149737.214926,16.580894,NLOS
46.000000,0.000000,-12210399.793847,41.000000,40.000000,41.000000,57.000000,0.000000,0.018000,18549.575580,0.000037,0.000000,0.000000,344.679113,40.250402,91.606684,LOS
43.000000,2.000000,-16179586.757955,52.000000,51.000000,51.000000,55.000000,0.000000,0.086000,17841.125430,-0.000087,0.000000,0.000000,361.860348,-0.212086,61.185430,LOS
56.000000,2.000000,-15537453.818388,38.000000,37.000000,37.000000,46.000000,0.000000,0.184000,18614.141981,-0.000556,0.000000,0.000000,411.077997,-0.035013,8.415533,NLOS
14.000000,0.000000,-60891.657140,32.000000,31.000000,32.000000,33.000000,31.000000,0.512000,17657.159384,-0.000078,0.000000,0.000000,535.788795,-31.537583,1218.062284,NLOS
79.000000,0.000000,-2204870.480634,46.000000,45.000000,46.000000,50.000000,45.000000,0.105000,18245.904396,-0.000009,0.000000,0.000000,46.086351,-0.095968,17.075423,LOS
26.000000,0.000000,-14844788.146010,19.000000,18.000000,22.000000,35.000000,0.000000,1.168000,18400.078194,-0.000006,0.000000,0.000000,196.380897,5.465112,17.396330,NLOS
79.000000,0.000000,-2386874.426173,46.000000,46.000000,46.000000,50.000000,45.000000,0.136000,18246.780243,-0.000009,0.000000,0.000000,42.774209,-3.244366,14.025130,LOS
32.000000,0.000000,-1536497.915976,28.000000,28.000000,28.000000,28.000000,21.000000,-0.358000,17611.795182,0.000000,0.000000,0.000000,580.810339,-248.854732,142962.740303,LOS
14.000000,2.000000,-14106447.322427,32.000000,31.000000,31.000000,32.000000,28.000000,0.179000,18036.612894,-0.000154,0.000000,0.000000,163.498508,-1.943852,92.178396,NLOS
48.000000,0.000000,-3966111.416541,39.000000,38.000000,39.000000,46.000000,10.000000,0.039000,18455.248218,0.000037,0.000000,0.000000,259.045733,-0.429750,36.083202,LOS
48.000000,2.000000,-4737877.557018,35.000000,34.000000,35.000000,37.000000,7.000000,0.033000,17904.738272,0.000194,0.000000,0.000000,289.778476,-0.003448,43.286473,NLOS
38.000000,0.000000,-2068587.057384,34.000000,33.000000,34.000000,34.000000,0.000000,0.367000,18454.225724,0.000324,0.000000,0.000000,252.593873,-0.447645,41.616420,NLOS
14.000000,0.000000,-520723.156692,33.000000,32.000000,33.000000,33.000000,32.000000,0.584000,17657.835304,-0.000078,0.000000,-0.023230,614.715519,-64.043481,1216.507386,NLOS
38.000000,0.000000,-244409.938130,45.000000,44.000000,46.000000,47.000000,44.000000,-0.631000,17781.017351,-0.000087,0.000000,0.000000,416.162202,-0.299097,54.933655,LOS
42.000000,2.000000,-10790918.873323,40.000000,39.000000,41.000000,54.000000,0.000000,-0.117000,17825.657738,-0.000087,0.000000,0.000000,383.212851,0.083414,22.679854,LOS
46.000000,0.000000,-105802.967909,29.000000,28.000000,28.000000,32.000000,20.000000,0.691000,17898.077441,0.000194,0.000000,0.000000,297.319330,-5.429678,143.555646,NLOS
26.000000,0.000000,-2340797.885511,33.000000,32.000000,33.000000,37.000000,14.000000,0.201000,18549.339477,0.000117,0.000000,0.000000,354.635954,0.668163,-36.078571,NLOS
48.000000,0.000000,-3693178.468509,37.000000,36.000000,37.000000,46.000000,10.000000,0.130000,18442.202146,0.000037,0.000000,0.000000,248.398000,-34.675248,29.084281,LOS
42.000000,0.000000,-3446791.286458,35.000000,34.000000,35.000000,43.000000,31.000000,-0.443000,18618.860377,0.000037,0.000000,0.000000,420.259552,1.793564,40.557391,NLOS
8.000000,2.000000,-1653630.797954,46.000000,45.000000,46.000000,46.000000,42.000000,-0.106000,17610.238102,-0.000078,0.000000,0.000000,582.378927,-0.095767,86.389459,LOS
22.000000,0.000000,-2603794.869651,25.000000,7.000000,26.000000,36.000000,7.000000,-1.640000,18570.319743,0.000117,0.000000,0.000000,370.219956,-1.147736,66.452295,NLOS
52.000000,0.000000,-542513.051011,43.000000,42.000000,43.000000,43.000000,37.000000,0.027000,17934.037034,0.000194,0.000000,0.000000,268.431098,-0.264205,30.881160,LOS
27.000000,0.000000,-5234405.588383,25.000000,24.000000,25.000000,30.000000,0.000000,0.776000,18299.188096,-0.000006,0.000000,0.000000,104.184780,-2.137501,-16.655254,NLOS
48.000000,2.000000,-9578000.383194,42.000000,41.000000,42.000000,43.000000,39.000000,-0.147000,17925.189082,0.000194,0.000000,0.000000,283.667782,-0.163524,32.118644,NLOS
56.000000,0.000000,-293111.346993,49.000000,48.000000,49.000000,49.000000,48.000000,0.151000,18643.100361,-0.000007,0.000000,0.000000,442.412913,-0.180419,-31.909187,LOS
