UTC Time, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, HDOP, Lat, Lon, Alt (Elipsoide), Alt (AMSL), Speed, Course, Estimated Horizontal Positioning Error, Estimated Vertical Positioning Error, Estimated Horizontal Velocity Error, Clock Bias, Clock Bias Error, Clock Drift, Clock Drift Error, EXTENDED GPS Week, GPS TOW, SVs number, Clock Drift 7, Clock Bias 7, Estimated GPS Time, PRN, GPS Software Time, Azimuth, Elevation, State, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, Pseudorange, residuals, C/No Max, C/No Min, C/No Delta, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Carrier Frequency, Carrier Phase, Previous Carrier Phase, Delta Carrier phase, Delta Range Interval, Mean Delta Range Time, Clock Bias, Clock Drift, Ionospheric Delay, Filtered C/No Max, Filtered C/No Min, Filtered C/No Delta, Corrected PR, PrevoiusCorected PR, deltaCorrected PR, 2nd delta,PS Residual, Los Value
20152683043,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,11.0,12754.0,610,313,23,9.43570649E8,0.0,1820692.0,0,1830.0,462659.0,13,95678.0,3.1474129E7,4.62659E8,31,462659.03147407,69.0,40.0,173,2755387.7421873426,2.118168914371663E7,1.570317378019677E7,-1339.5724762917812,-1467.4213418506117,2267.321415747723,3.1302115404109217E7,-9338542.049320992,21,20,-1,30,30,17,18374.647,3.13021875209909E7,3.1283811764758766E7,18375.756232134998,500.0,0.0,3.239160244076802E-4,-1.4374474E-12,7.790175,21,20,0,2.19635164889329E7,2.196336406965004E7,152.41928286105394,12.966337233781815,-56.8658553250134,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,1,462660.0315347982,275.0,79.0,191,2.033254591854573E7,9406991.715478497,1.4348078442815213E7,984.0775564428127,1547.9311513684231,-2384.2770947323115,2.9779491663720425E7,-9456730.120154995,46,45,-1,45,46,44,18170.473,2.9779521842579164E7,2.9761350273968723E7,18171.56861044094,500.0,0.0,-9.345065009689182E-6,9.9903213E-13,5.2149501,45,45,0,2.032277539266283E7,2.0322812018296078E7,36.625633247196674,1.1343677341938019,13.849097400903702,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,3,462660.0315347982,321.0,48.0,191,1.5897304294071188E7,218593.74028033233,2.128792217563101E7,-911.6570934007435,2543.845074270991,650.3869325977181,3.0856895977520376E7,-9395905.052831255,41,40,-1,41,41,39,17924.232,3.0856991725378662E7,3.0839066411818802E7,17925.31355985999,500.0,0.0,1.9360660067184067E-4,2.1938847E-11,6.4296498,41,41,0,2.146102308517264E7,2.1461306046543658E7,282.9613710194826,0.9886573776602745,32.16048351675272,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,4,462660.0315347982,161.0,62.0,191,1.9495113744037647E7,1.7364479794620875E7,5285978.72559879,207.4011942264905,748.2157995240741,-3015.4628898368205,3.0291531694984924E7,-9455929.795759637,42,42,0,43,43,42,18592.785,3.0291547444526184E7,3.0272953537645523E7,18593.906880661845,500.0,0.0,-6.7729744696385636E-6,3.7683268E-13,5.8038063,42,42,0,2.083558651727253E7,2.0835200829722285E7,385.68755024299026,1.1147158779203892,-15.38195275887847,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,8,462660.0315347982,114.0,45.0,173,1.0136215019844973E7,2.4169643638998587E7,6215354.067894353,-486.7634260874819,-578.0378231204369,3082.5288921117112,3.147206084667678E7,-9449376.18644042,27,26,-1,27,27,25,17926.797,3.1471991013075177E7,3.1454063134408027E7,17927.878667149693,500.0,0.0,1.716048597092903E-5,4.7363823E-12,7.1772041,27,26,1,2.202329073989831E7,2.2023580568655413E7,289.82875710353255,1.57671370357275,606.0796619467437,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,9,462660.0315347982,237.0,10.0,191,2.490563186763E7,-7697144.562751388,-5126927.842097689,686.853765343777,174.29612425271793,3079.0397386066024,3.4119939841152444E7,-9477516.072497174,41,40,-1,41,45,40,17640.506,3.4119944509762704E7,3.410230293857142E7,17641.57119128108,500.0,0.0,-7.840449061694829E-5,-1.1736034E-11,13.054667,41,40,1,2.464252007514398E7,2.464308668417534E7,566.6090313568711,1.0293608643114567,96.30648871138692,LOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,73,462660.0315347982,54.0,25.0,173,-3431117.3211899027,1.767044821268549E7,1.808751667781447E7,-1488.985485584489,1975.583465604123,-2218.5343496393884,3.1584142521690805E7,-9418791.00331882,23,22,-1,22,23,19,18563.02,3.1584142521690805E7,3.156557327472187E7,18569.246968936175,500.0,0.0,1.1720307520590709E-4,1.8189894E-12,10.05934,23,22,1,2.216536442864377E7,2.2165003375858605E7,361.05278516560793,10.088460370898247,12.910271786153316,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,74,462660.0315347982,254.0,47.0,173,2.4261336402260277E7,532747.5915602993,7985032.639674466,1103.6418547359192,16.248791832460903,-3355.2622627416395,2.9953036340108927E7,-9443025.320183698,43,42,-1,43,43,42,18517.152,2.9953036340108927E7,2.993451873679062E7,18517.60331830755,500.0,0.0,3.671724698506282E-5,1.8189894E-12,6.4262147,43,43,0,2.0510129202785403E7,2.050981979365086E7,309.4091345407069,1.0672435238957405,118.18286017328501,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,75,462660.0315347982,117.0,34.0,173,7650696.017027152,2.4168465392574918E7,2808247.471492756,67.19585403323147,-438.243478171781,3569.667019095717,3.092644628444119E7,-9595087.911279,17,16,-1,17,17,16,17691.635,3.092644628444119E7,3.090875962785362E7,17686.656587570906,500.0,0.0,-4.707704501925036E-4,-9.094947E-13,8.5280953,16,16,0,2.133139816297604E7,2.133191970139022E7,521.5384141802788,11.094690948724747,39.78981385007501,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,76,462660.0315347982,54.0,26.0,173,-2711012.323187279,1.7519790217474587E7,1.838409104713617E7,-746.397215998541,-2408.2470471578577,2167.9326988358175,3.147696460390377E7,-9455835.136694685,25,24,-1,25,25,24,18350.066,3.147696460390377E7,3.1458608198950112E7,18356.40495365858,500.0,0.0,-6.378773832693833E-6,1.8189894E-12,9.6519289,24,24,0,2.202113760456927E7,2.202098939379938E7,148.2107698917389,2.708756409585476,8.13736018538475,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,23,462660.0315347982,245.0,41.0,191,2.6301794173792038E7,-232398.42741256216,5214457.504388863,-590.3550196192657,365.573676470542,3029.864480646518,3.1667749025232155E7,-9480017.54244247,41,36,-5,42,43,36,17823.611,3.166775603724858E7,3.1649931349493165E7,17824.68775541708,500.0,0.0,-8.684629230498279E-5,5.8095694E-13,7.2751379,41,36,-5,2.218779847074569E7,2.2188182226733305E7,383.75598761439323,1.069585919380188,66.98795600607991,NLOS,
20152683044,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,2.0,12754.0,583,300,4,9.45391469E8,0.0,1820711.0,0,1830.0,462660.0,12,95679.0,3.1534865E7,4.6266E8,31,462660.0315347982,69.0,40.0,173,2754048.040561457,2.118022164981917E7,1.5705440933577826E7,-1339.8308025234053,-1467.5664724647381,2266.9853839388793,3.1320497178472538E7,-9356756.491671223,21,20,-1,21,30,17,18374.957,3.132056358689362E7,3.13021875209909E7,18376.065902721137,500.0,0.0,3.2391602297023286E-4,-1.4374474E-12,7.790175,21,20,1,2.19636900681362E7,2.19635164889329E7,173.57920330017805,21.159920439124107,-50.61866511404514,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,1,462661.03159552644,273.0,79.0,191,2.0333529947813775E7,9408539.500298517,1.4345694013858551E7,983.9809874441511,1547.6385144408307,-2384.5808526263236,2.9797663803167753E7,-9474939.523173995,46,45,-1,46,46,44,18171.041,2.9797693980353966E7,2.9779521842579164E7,18172.137774802744,500.0,0.0,-9.345064010657061E-6,9.9903213E-13,5.2194634,45,45,0,2.0322738738095656E7,2.032277539266283E7,36.654567174613476,-0.028933927416801453,14.458101898431778,LOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,3,462661.03159552644,321.0,48.0,191,1.5896392695885848E7,221137.65006358118,2.1288572336361967E7,-911.5392878593187,2543.9745279686235,649.9345385172545,3.087482165803249E7,-9414114.3309124,42,41,-1,41,42,39,17924.719,3.0874917526303414E7,3.0856991725378662E7,17925.800924751908,500.0,0.0,1.9360662261068656E-4,2.1938847E-11,6.4249315,42,41,1,2.1460739977947854E7,2.146102308517264E7,283.10722478479147,-0.14585376530885696,32.65082776173949,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,4,462661.03159552644,161.0,61.0,191,1.9495321046007205E7,1.7365227858324375E7,5282963.20698949,207.20274062148226,747.9116236062795,-3015.5743717885707,3.031012611920794E7,-9474139.163353156,42,41,-1,43,43,41,18593.34,3.031014190591356E7,3.0291547444526184E7,18594.461387377232,500.0,0.0,-6.772974092805887E-6,3.7683268E-13,5.822227,42,42,0,2.0835972147294514E7,2.083558651727253E7,385.63002198562026,-0.05752825736999512,-14.808560270816088,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,8,462661.03159552644,114.0,46.0,173,1.013572813784571E7,2.416906545447121E7,6218436.533277147,-487.0005870519187,-578.3312347394882,3082.401917427413,3.148998165072668E7,-9467577.66417019,27,26,-1,27,27,25,17927.334,3.148991942841694E7,3.1471991013075177E7,17928.41534176469,500.0,0.0,1.7160490707311283E-5,4.7363823E-12,7.1671019,27,27,0,2.2023002751054138E7,2.202329073989831E7,287.9888441711664,1.8399129323661327,598.7644976489246,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,9,462661.03159552644,237.0,10.0,191,2.4906318535585858E7,-7696970.255356982,-5123848.7478922,686.4821572407669,174.3186762284048,3079.1487163134866,3.413758188940587E7,-9495725.462454509,41,40,-1,41,45,40,17640.998,3.413758657232447E7,3.4119944509762704E7,17642.062561765313,500.0,0.0,-7.840450235298201E-5,-1.1736034E-11,13.023041,41,40,-1,2.4641953325565025E7,2.464252007514398E7,566.7495789565146,-0.14054759964346886,96.89861366525292,LOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,73,462661.03159552644,54.0,25.0,173,-3432606.1306027696,1.7672423739814416E7,1.8085297926499896E7,-1488.6333654044215,1975.4708136272159,-2218.968311176752,3.160271048541316E7,-9437003.564334705,23,23,0,23,23,19,18564.367,3.160271048541316E7,3.1584142521690805E7,18567.963722355664,500.0,0.0,1.1720307702489648E-4,1.8189894E-12,10.096522,23,23,0,2.2165723598597445E7,2.216536442864377E7,359.169953674078,-1.8828314915299416,16.677518989890814,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,74,462661.03159552644,254.0,47.0,173,2.4262439819793686E7,532763.7549324818,7981677.281920798,1103.1932246100305,16.07796366073808,-3355.4532924740824,2.9971556162338458E7,-9461235.850145746,43,42,-1,43,43,42,18518.215,2.9971556162338458E7,2.9953036340108927E7,18519.822229530662,500.0,0.0,3.6717248804052205E-5,1.8189894E-12,6.4470644,43,43,0,2.0510440231246248E7,2.0510129202785403E7,311.0284608453512,1.6193263046443462,119.91905353590846,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,75,462661.03159552644,117.0,34.0,173,7650763.10934862,2.4168026918127835E7,2811817.1047942094,66.98877866865817,-438.7054176422251,3569.5996347336186,3.094413668503628E7,-9613294.97664528,16,15,-1,17,17,15,17693.363,3.094413668503628E7,3.092644628444119E7,17690.400595087558,500.0,0.0,-4.707704511019983E-4,-9.094947E-13,8.5002384,16,16,0,2.1330879768984467E7,2.133139816297604E7,518.393991574645,3.1444226056337357,38.06059346720576,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,76,462661.03159552644,54.0,26.0,173,-2711758.8708060207,1.7517381861861825E7,1.838625875989849E7,-746.6980381151373,-2408.464207556068,2167.492856707618,3.1495315020887326E7,-9474043.115791444,25,24,-1,25,25,24,18351.648,3.1495315020887326E7,3.147696460390377E7,18350.416983556002,500.0,0.0,-6.378772013704446E-6,1.8189894E-12,9.6677036,24,24,0,2.2021279227784142E7,2.202113760456927E7,141.6232148706913,-6.587555021047592,7.3226882591843605,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,23,462661.03159552644,245.0,41.0,191,2.6301203643469553E7,-232032.80889789443,5217487.314904974,-590.705632148599,365.66336693718944,3029.756594794718,3.168557394385316E7,-9498226.665836707,38,36,2,42,43,36,17824.113,3.168558122679893E7,3.166775603724858E7,17825.189550347626,500.0,0.0,-8.684629172402585E-5,5.8095694E-13,7.2619433,38,36,2,2.2187414595226854E7,2.218779847074569E7,383.875518836081,-0.11953122168779373,67.3172104023397,NLOS,
20152683045,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,589,303,3,9.47212348E8,0.0,1820749.0,0,1830.0,462661.0,13,95681.0,3.1595603E7,4.62661E8,31,462661.03159552644,69.0,40.0,173,2752708.0806075954,2.1178754010819875E7,1.5707707750905449E7,-1340.0891291290711,-1467.7115421003834,2266.6493035903054,3.1338873870016802E7,-9374965.727143236,22,21,-1,21,30,17,18374.822,3.1338939517309807E7,3.132056358689362E7,18375.93041618541,500.0,0.0,3.2391602153278553E-4,-1.4374474E-12,7.8032732,22,21,1,2.1963857964935523E7,2.19636900681362E7,167.8967993222177,-5.682403977960348,-50.1779380440712,NLOS,
20152683046,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,581,299,3,9.49033287E8,0.0,1820825.0,0,1830.0,462662.0,13,95685.0,3.1656343E7,4.62662E8,1,462662.0316563158,273.0,79.0,191,2.0334513880541936E7,9410086.992567897,1.4343309281027988E7,983.8843600638821,1547.3458666844315,-2384.8845599218553,2.9815836904549763E7,-9493149.7735256,46,45,-1,46,46,44,18171.992,2.9815867078019414E7,2.9797693980353966E7,18173.09766544774,500.0,0.0,-9.345063011624884E-6,9.9903213E-13,5.2194634,45,45,0,2.032270244587825E7,2.0322738738095656E7,36.292217407375574,0.3623497672379017,15.314854085445404,LOS,
20152683046,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,581,299,3,9.49033287E8,0.0,1820825.0,0,1830.0,462662.0,13,95685.0,3.1656343E7,4.62662E8,3,462662.0316563158,321.0,48.0,191,1.5895481209353762E7,223681.68876117983,2.1289222044039644E7,-911.421864667474,2544.1038465683064,649.4821425196814,3.089274816323886E7,-9432324.413401961,42,41,-1,42,42,39,17925.566,3.089284418165413E7,3.0874917526303414E7,17926.655350714922,500.0,0.0,1.9360664449211758E-4,2.1936709E-11,6.4249315,42,42,0,2.146045709581519E7,2.1460739977947854E7,282.88213266432285,0.22509212046861649,33.345978289842606,NLOS,
20152683046,4441631.0,3087311.0,3368320.0,0.0,0.0,0.0,0.8,32.0834886,34.8025838,77.21,6009.0,0.0,12754.0,581,299,3,9.49033287E8,0.0,1820825.0,0,1830.0,462662.0,13,95685.0,3.1656343E7,4.62662E8,4,462662.0316563158,161.0,61.0,191,1.9495528149511553E7,1.736597561790468E7,5279947.576751598,207.00423926016836,747.6074645203848,-3015.685789639042,3.0328721483882822E7,-9492349.375214953,42,41,-1,42,43,41,18594.264,3.032873729920499E7,3.031014190591356E7,18595.393291428685,500.0,0.0,-6.772973715973188E-6,3.7683268E-13,5.822227,42,41,-1,2.083635811818345E7,2.0835972147294514E7,385.9708889350295,0.34086694940924644,-13.990484420210123,NLOS,
